days_to_return_request,return_window_days,within_return_window,order_value_inr,discount_applied,discount_percent,customer_total_orders,customer_past_returns,customer_return_rate,customer_account_age_days,same_address_accounts,item_returned_matches_order,delivery_confirmed,claimed_non_delivery,return_pickup_attempted,return_pickup_successful,return_request_weekday,return_after_weekend,refund_amount_inr,previous_fraud_flag,support_contacts_pre_return,refund_ratio,high_value_high_returner,new_account_flag,multi_account_flag,false_non_delivery,pickup_failed_flag,discount_abuse_flag,weekend_return_flag,pre_return_support_flag,return_reason_enc,item_condition_enc,cat_accessories,cat_clothing,cat_electronics,cat_footwear,cat_home_decor
17,14,0,1568.9,1,17,15,0,0.0,1017,1,1,1,0,1,1,5,0,1490.46,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
14,30,1,2584.81,1,21,1,0,0.0,390,1,1,1,0,1,1,1,1,2455.57,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0
5,30,1,1824.44,0,0,16,3,0.188,978,1,1,1,0,1,1,5,0,1733.22,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,7,1,1470.94,0,0,27,2,0.074,153,1,1,1,0,1,1,4,0,1397.39,0,2,0.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10,14,1,2382.78,0,0,23,2,0.087,448,1,1,1,0,1,0,4,0,2263.64,0,0,0.95,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
18,14,0,1245.32,0,0,20,2,0.1,602,2,1,1,0,1,1,1,1,1183.05,0,1,0.95,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26,14,0,4477.0,1,28,5,9,1.0,248,2,0,1,0,0,0,0,1,4072.57,0,2,0.9097,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
17,14,0,1963.65,0,0,17,2,0.118,1135,1,1,1,0,1,0,6,0,1865.47,0,1,0.95,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0
23,7,0,2670.33,1,54,19,9,0.474,72,2,0,1,1,1,1,2,0,2447.2,0,3,0.9164,0,0,0,1,0,1,0,1,1,2,0,1,0,0,0
6,7,1,1464.05,0,0,24,1,0.042,474,1,1,1,0,1,1,5,0,1390.85,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
16,30,1,2392.58,0,0,24,0,0.0,1726,2,1,1,0,1,1,6,0,2272.95,0,0,0.95,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
4,14,1,2615.12,0,0,6,3,0.5,204,1,0,1,0,1,1,2,0,2484.36,0,0,0.95,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0
13,30,1,1561.89,1,19,12,3,0.25,1019,1,1,1,0,1,1,2,0,1483.8,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7,7,1,1324.56,1,13,20,0,0.0,1680,1,1,1,0,1,1,5,0,1258.33,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,14,1,5086.29,1,21,17,9,0.529,8,3,0,1,1,1,1,5,0,4795.39,0,3,0.9428,1,1,1,1,0,0,0,1,4,2,0,1,0,0,0
8,14,1,200.0,0,0,10,2,0.2,251,1,1,1,0,1,1,4,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
5,7,1,1710.65,0,0,12,0,0.0,141,1,1,1,0,1,1,2,0,1625.12,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
6,7,1,2621.09,1,18,7,2,0.286,1608,1,1,1,0,1,1,0,1,2490.04,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1
18,14,0,1930.44,0,0,7,0,0.0,289,1,1,1,0,1,1,0,1,1833.92,0,1,0.95,0,0,0,0,0,0,1,0,3,3,0,1,0,0,0
6,30,1,1682.85,1,15,13,2,0.154,868,1,1,1,0,1,1,1,1,1598.71,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,7,1,1602.17,0,0,8,7,0.875,15,3,1,1,1,1,0,3,0,1483.99,0,2,0.9262,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
6,14,1,1445.54,1,23,5,1,0.2,1768,1,1,1,0,1,1,1,1,1373.26,0,0,0.95,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0
6,30,1,1949.24,1,45,16,5,0.312,89,1,1,1,0,1,1,1,1,1948.92,1,3,0.9998,0,0,0,0,0,1,1,1,4,1,0,0,0,1,0
18,14,0,2173.23,0,0,3,2,0.667,137,1,1,1,0,1,1,2,0,2064.57,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19,7,0,4750.2,1,28,6,8,1.0,363,3,0,1,0,1,1,3,0,4516.78,1,0,0.9509,1,0,1,0,0,0,0,0,3,2,0,0,1,0,0
16,14,0,2172.98,0,0,2,1,0.5,1428,1,1,1,0,1,1,0,1,2064.33,0,0,0.95,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
12,30,1,1171.07,0,0,21,0,0.0,1108,1,1,1,0,1,1,5,0,1112.52,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,30,1,3371.19,1,47,12,3,0.25,191,1,0,1,1,1,1,3,0,3344.23,1,3,0.992,0,0,0,1,0,0,0,1,3,3,0,1,0,0,0
19,30,1,575.34,0,0,8,0,0.0,1340,2,1,1,0,1,1,0,1,546.57,0,1,0.95,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4,7,1,3855.29,0,0,20,2,0.1,540,2,1,1,0,1,1,5,0,3662.53,0,1,0.95,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
11,30,1,3482.74,1,16,8,7,0.875,287,2,0,1,0,0,0,4,0,3143.14,0,1,0.9025,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0
12,7,0,1220.98,1,5,11,1,0.091,685,1,1,1,0,1,1,0,1,1159.93,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8,14,1,1476.0,1,18,16,0,0.0,754,1,1,1,0,1,1,5,0,1402.2,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,7,0,2019.68,0,0,25,0,0.0,295,1,1,1,0,1,1,4,0,1918.7,0,0,0.95,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
12,30,1,1284.02,1,18,10,2,0.2,537,1,1,1,0,1,1,1,1,1219.82,0,0,0.95,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
18,14,0,2380.78,1,19,17,2,0.118,1074,1,1,1,0,1,1,2,0,2261.74,0,0,0.95,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
17,14,0,2295.51,1,21,11,0,0.0,1073,1,1,1,0,1,1,1,1,2180.73,0,0,0.95,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0
14,14,1,1920.8,0,0,18,2,0.111,1697,2,1,1,0,1,1,5,0,1824.76,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
12,14,1,1107.5,0,0,12,2,0.167,1639,1,1,1,0,1,1,6,0,1052.12,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
19,14,0,2298.32,0,0,1,0,0.0,1146,1,1,1,0,1,1,2,0,2183.4,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
6,14,1,200.0,1,17,7,2,0.286,380,1,1,1,0,1,1,4,0,190.0,0,1,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15,30,1,2188.27,0,0,16,1,0.062,1100,2,1,1,0,1,1,2,0,2078.86,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
23,14,0,4827.08,1,29,14,4,0.286,326,2,0,1,0,1,1,4,0,4734.69,0,0,0.9809,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
2,14,1,5768.74,1,15,5,4,0.8,251,3,0,1,0,1,1,0,1,5414.88,0,0,0.9387,1,0,1,0,0,0,1,0,3,2,0,1,0,0,0
12,30,1,1271.42,0,0,6,3,0.5,1082,1,1,1,0,1,1,2,0,1207.85,0,2,0.95,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0
5,30,1,2053.98,1,17,28,3,0.107,1124,1,1,1,0,1,1,6,0,1951.28,0,0,0.95,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
9,14,1,1684.06,1,19,4,3,0.75,838,1,1,1,0,1,1,2,0,1599.86,0,0,0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12,30,1,890.18,1,20,14,3,0.214,721,1,1,1,0,1,1,1,1,845.67,0,0,0.95,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
18,14,0,1514.23,0,0,14,1,0.071,1698,1,1,1,0,1,1,1,1,1438.52,0,1,0.95,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10,14,1,1761.52,1,19,8,1,0.125,231,1,1,1,0,1,1,3,0,1673.44,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,30,1,1853.81,0,0,15,0,0.0,510,1,1,1,0,1,1,3,0,1761.12,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,14,1,2172.46,0,0,7,0,0.0,274,1,1,1,0,1,1,2,0,2063.84,0,1,0.95,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
3,14,1,591.66,0,0,7,3,0.429,376,1,1,1,0,1,1,0,1,562.08,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
9,7,0,1983.61,1,11,26,2,0.077,972,1,1,1,0,1,1,6,0,1884.43,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
20,14,0,2059.41,0,0,13,0,0.0,282,2,1,1,0,1,1,4,0,1956.44,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12,14,1,3453.16,0,0,14,4,0.286,95,3,0,1,0,1,0,6,0,3401.23,0,1,0.985,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
16,7,0,3182.12,1,24,22,0,0.0,809,1,1,1,0,1,1,0,1,3023.01,0,0,0.95,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0
5,14,1,395.77,1,11,18,2,0.111,1133,1,1,1,0,1,1,6,0,375.98,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10,14,1,2780.1,0,0,18,1,0.056,1528,1,1,1,0,1,1,2,0,2641.1,0,1,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,14,0,1212.2,0,0,9,3,0.333,717,1,1,1,0,1,1,6,0,1151.59,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
7,30,1,859.22,0,0,20,1,0.05,1517,1,1,1,0,1,1,6,0,816.26,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,14,1,942.49,1,6,4,0,0.0,1120,1,1,1,0,1,1,2,0,895.37,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
3,7,1,2065.09,0,0,28,0,0.0,219,1,1,1,0,1,1,1,1,1961.84,0,1,0.95,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
20,14,0,2125.81,0,0,23,2,0.087,1052,1,1,1,0,1,1,1,1,2019.52,0,0,0.95,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
8,7,0,311.48,0,0,27,0,0.0,1353,1,1,1,0,1,1,0,1,295.91,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0
20,30,1,1080.21,0,0,11,0,0.0,601,1,1,1,0,1,1,0,1,1026.2,0,0,0.95,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0
5,14,1,1503.63,1,9,10,3,0.3,1394,1,1,1,0,1,1,2,0,1428.45,0,0,0.95,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0
19,7,0,200.0,1,24,19,3,0.158,477,1,1,1,0,1,0,4,0,190.0,0,0,0.95,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
11,14,1,2053.0,0,0,6,0,0.0,1247,1,1,1,0,1,1,2,0,1950.35,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
16,7,0,2258.48,0,0,11,0,0.0,1693,1,1,1,0,1,1,5,0,2145.56,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15,30,1,1231.14,0,0,11,3,0.273,1635,2,1,1,0,1,1,5,0,1169.58,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,30,1,200.0,1,8,23,2,0.087,1131,1,1,1,0,1,1,2,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
15,30,1,1101.79,1,11,11,2,0.182,1425,1,1,1,0,1,1,0,1,1046.7,0,0,0.95,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0
16,14,0,1428.94,1,15,8,1,0.125,977,1,1,1,0,1,0,1,1,1357.49,0,0,0.95,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
3,14,1,2113.99,0,0,2,5,1.0,377,1,1,1,1,1,1,6,0,2043.14,0,2,0.9665,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
7,7,1,2965.17,1,13,16,6,0.375,215,1,1,1,0,1,0,0,1,2822.31,0,0,0.9518,0,0,0,0,1,0,1,0,4,1,0,0,0,1,0
14,14,1,2708.08,1,9,6,2,0.333,1248,1,1,1,0,1,1,1,1,2572.68,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
17,30,1,1430.06,1,7,20,2,0.1,566,1,1,1,0,1,1,3,0,1358.56,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
4,14,1,1535.4,0,0,8,5,0.625,212,1,0,1,1,1,0,2,0,1398.53,0,2,0.9109,0,0,0,1,1,0,0,1,1,3,0,1,0,0,0
14,14,1,556.21,0,0,22,1,0.045,1026,1,1,1,0,1,1,0,1,528.4,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0
15,14,0,1355.27,0,0,29,0,0.0,1376,1,1,1,0,1,1,5,0,1287.51,0,2,0.95,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
19,30,1,1272.34,0,0,8,0,0.0,1507,1,1,1,0,1,1,6,0,1208.72,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
13,14,1,1435.0,0,0,14,1,0.071,1377,1,1,1,0,1,1,0,1,1363.25,0,1,0.95,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0
18,14,0,1752.99,1,22,2,1,0.5,959,1,1,1,0,1,1,4,0,1665.34,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8,14,1,2302.88,1,21,22,3,0.136,595,1,1,1,0,1,0,3,0,2187.74,0,0,0.95,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0
12,14,1,2146.38,1,6,18,1,0.056,1377,1,0,1,0,1,1,4,0,2039.06,0,1,0.95,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9,14,1,1795.74,1,12,11,3,0.273,1343,1,1,1,0,1,1,2,0,1705.95,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
8,7,0,743.43,0,0,5,3,0.6,1039,1,1,1,0,1,1,3,0,706.26,0,1,0.95,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0
4,14,1,204.41,0,0,10,0,0.0,1487,1,1,1,0,1,1,1,1,194.19,0,1,0.95,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0
3,14,1,200.0,0,0,10,2,0.2,263,1,1,1,0,1,1,2,0,190.0,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0
6,30,1,1226.3,0,0,8,2,0.25,1539,1,1,1,0,1,1,4,0,1164.98,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,14,0,1226.24,0,0,29,3,0.103,596,1,1,1,0,1,1,2,0,1164.93,0,0,0.95,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0
9,30,1,3011.02,1,13,22,0,0.0,1484,1,1,1,0,1,1,0,1,2860.47,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17,14,0,1413.22,0,0,3,0,0.0,962,1,1,1,0,1,1,4,0,1342.56,0,0,0.95,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
10,14,1,1190.55,0,0,20,0,0.0,1142,1,1,1,0,1,1,4,0,1131.02,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0
20,14,0,1260.04,0,0,11,3,0.273,517,1,1,1,0,1,1,4,0,1197.04,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,30,1,2938.55,0,0,19,4,0.211,276,2,0,1,0,0,0,1,1,2782.06,1,0,0.9467,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
18,30,1,1660.64,1,14,4,2,0.5,459,1,1,1,0,1,1,6,0,1577.61,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20,14,0,664.42,1,11,26,2,0.077,344,1,1,1,0,1,1,3,0,631.2,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,7,1,1454.2,1,11,2,3,1.0,1657,1,1,1,0,1,1,2,0,1381.49,0,0,0.95,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
20,14,0,1175.83,1,17,3,1,0.333,1682,1,1,1,0,1,1,5,0,1117.04,0,0,0.95,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0
6,7,1,1961.68,0,0,10,2,0.2,1177,1,1,1,0,1,1,5,0,1863.6,0,1,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,14,1,1210.96,0,0,26,3,0.115,256,1,1,1,0,1,1,6,0,1150.41,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,14,0,3225.7,0,0,4,3,0.75,210,1,0,1,1,1,1,0,1,3122.75,0,3,0.9681,1,0,0,1,0,0,1,1,3,3,0,1,0,0,0
14,30,1,615.88,0,0,5,3,0.6,418,1,1,1,0,1,1,6,0,585.09,0,1,0.95,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0
7,14,1,1385.1,1,24,20,3,0.15,248,1,1,0,0,1,1,6,0,1315.84,0,0,0.95,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
16,14,0,1148.96,0,0,25,1,0.04,1659,1,1,1,0,1,1,6,0,1091.51,0,0,0.95,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
15,14,0,200.0,0,0,7,0,0.0,1331,1,1,1,0,1,1,3,0,190.0,0,1,0.95,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
15,14,0,592.29,0,0,7,1,0.143,803,1,1,1,0,1,1,1,1,562.68,0,0,0.95,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
24,14,0,2801.7,1,24,7,13,1.0,31,4,0,1,0,1,0,3,0,2531.3,1,1,0.9035,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
15,14,0,793.2,1,24,18,1,0.056,496,1,1,1,0,1,1,5,0,753.54,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
20,30,1,1849.64,0,0,18,0,0.0,1324,1,1,1,0,1,1,6,0,1757.16,0,0,0.95,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0
3,7,1,4945.69,0,0,6,9,1.0,11,1,1,1,0,1,1,1,1,4749.81,1,3,0.9604,1,1,0,0,0,0,1,1,3,2,0,0,0,1,0
3,14,1,758.75,0,0,29,1,0.034,1054,1,1,1,0,1,1,6,0,720.81,0,0,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,14,1,3636.86,0,0,9,9,1.0,71,2,1,1,0,1,1,1,1,3584.09,1,2,0.9855,1,0,0,0,0,0,1,1,4,1,0,0,0,1,0
3,30,1,4015.44,1,23,15,5,0.333,388,1,1,1,1,1,1,3,0,3721.85,1,1,0.9269,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0
6,14,1,789.58,0,0,26,3,0.115,409,1,1,1,0,1,1,0,1,750.1,0,1,0.95,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
7,30,1,972.29,0,0,7,1,0.143,1310,1,1,1,0,1,1,4,0,923.68,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,14,0,632.22,1,21,26,2,0.077,1367,1,1,1,0,1,1,6,0,600.61,0,1,0.95,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0
7,14,1,374.69,0,0,16,1,0.062,1782,1,1,1,0,1,1,3,0,355.96,0,0,0.95,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
15,14,0,1019.67,1,9,12,2,0.167,220,1,1,1,0,1,0,6,0,968.69,0,0,0.95,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0
2,30,1,5122.48,1,14,15,4,0.267,398,1,1,1,1,1,1,0,1,4785.79,1,1,0.9343,0,0,0,1,0,0,1,0,2,1,0,1,0,0,0
13,30,1,2257.53,1,16,28,0,0.0,706,1,1,1,0,1,1,0,1,2144.65,0,0,0.95,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0
7,14,1,1771.63,1,21,22,1,0.045,125,1,1,1,0,1,1,5,0,1683.05,0,1,0.95,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0
11,14,1,2026.87,0,0,2,2,1.0,419,1,1,1,0,1,1,4,0,1925.53,0,0,0.95,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
7,14,1,200.0,0,0,16,0,0.0,1226,1,1,1,0,1,1,6,0,190.0,0,1,0.95,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
7,7,1,1746.45,0,0,22,2,0.091,1272,1,1,1,0,1,1,3,0,1659.13,0,1,0.95,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
7,30,1,2000.62,0,0,28,0,0.0,1023,1,1,1,0,1,1,3,0,1900.59,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,30,1,1540.33,0,0,22,1,0.045,563,2,1,1,0,1,1,5,0,1463.31,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,14,0,4043.69,1,19,7,9,1.0,316,3,0,1,0,1,1,6,0,3688.7,1,0,0.9122,1,0,1,0,0,0,0,0,1,3,1,0,0,0,0
18,14,0,1494.38,0,0,6,2,0.333,126,2,1,1,0,1,1,3,0,1419.66,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,14,0,1897.83,0,0,2,1,0.5,1211,1,1,1,0,1,1,0,1,1802.94,0,1,0.95,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
5,30,1,3889.44,1,46,4,6,1.0,250,2,1,1,0,1,0,6,0,3524.84,1,0,0.9063,1,0,0,0,1,1,0,0,3,0,0,0,0,0,1
19,7,0,856.58,0,0,10,3,0.3,656,2,1,1,0,1,1,6,0,813.75,0,1,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,30,1,1450.69,0,0,13,3,0.231,1032,1,1,1,0,1,1,6,0,1378.16,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13,14,1,1368.75,1,24,21,0,0.0,1629,1,1,1,0,1,1,0,1,1300.31,0,1,0.95,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0
17,14,0,843.09,0,0,9,1,0.111,819,1,1,1,0,1,1,4,0,800.94,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,30,1,452.21,1,21,5,1,0.2,1568,2,1,1,0,1,0,0,1,429.6,0,0,0.95,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
15,14,0,1747.48,0,0,5,0,0.0,1348,1,1,1,0,1,1,5,0,1660.11,0,0,0.95,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0
7,14,1,2259.63,0,0,15,2,0.133,516,1,1,1,0,1,1,1,1,2146.65,0,0,0.95,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0
20,7,0,2541.11,0,0,28,0,0.0,513,1,1,1,0,1,1,5,0,2414.05,0,0,0.95,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0
18,7,0,984.08,0,0,15,3,0.2,1485,1,1,1,0,1,1,4,0,934.88,0,1,0.95,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0
14,14,1,1607.0,1,16,15,2,0.133,1620,1,1,1,0,1,1,2,0,1526.65,0,0,0.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3,30,1,1710.55,1,5,21,2,0.095,1303,1,1,1,0,1,1,2,0,1625.02,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,30,1,844.58,1,8,11,2,0.182,1457,1,1,1,0,1,1,3,0,802.35,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8,14,1,2696.67,0,0,12,3,0.25,379,1,1,1,0,1,1,2,0,2561.84,0,0,0.95,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0
14,14,1,1490.47,0,0,8,3,0.375,302,1,1,1,0,1,1,3,0,1415.95,0,1,0.95,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
4,14,1,2878.32,1,9,7,3,0.429,1658,2,1,1,0,1,1,5,0,2734.4,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,7,1,1901.49,1,22,5,1,0.2,338,1,1,1,0,1,1,6,0,1806.42,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,30,1,2727.27,1,23,10,0,0.0,1284,1,1,1,0,1,1,2,0,2590.91,0,0,0.95,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0
12,30,1,2303.73,0,0,3,0,0.0,987,1,1,1,0,1,1,4,0,2188.54,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,30,1,2334.61,0,0,14,1,0.071,492,1,1,0,0,1,1,1,1,2217.88,0,0,0.95,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0
7,7,1,2064.98,0,0,11,2,0.182,241,1,1,1,0,1,1,2,0,1961.73,0,0,0.95,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
8,30,1,3462.25,0,0,12,8,0.667,117,2,0,1,0,0,0,6,0,3303.63,0,2,0.9542,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0
9,14,1,691.66,0,0,14,0,0.0,1159,1,1,1,0,1,1,6,0,657.08,0,1,0.95,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0
12,14,1,993.33,0,0,8,3,0.375,1563,1,1,1,0,1,1,3,0,943.66,0,0,0.95,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
17,30,1,729.67,1,17,17,2,0.118,1098,1,1,1,0,1,1,6,0,693.19,0,1,0.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14,30,1,2771.86,1,18,1,3,1.0,220,1,1,1,0,1,1,3,0,2633.27,0,0,0.95,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0
18,30,1,1711.57,0,0,26,0,0.0,928,1,1,1,0,1,1,3,0,1625.99,0,0,0.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6,7,1,2737.37,0,0,4,0,0.0,1129,1,1,1,0,1,1,0,1,2600.5,0,0,0.95,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0
4,14,1,200.0,1,18,19,2,0.105,894,1,1,1,0,1,1,1,1,190.0,0,0,0.95,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
28,14,0,1746.32,1,38,6,8,1.0,222,2,1,1,0,1,0,4,0,1613.79,0,1,0.9241,0,0,0,0,1,1,0,0,4,2,0,1,0,0,0
